-29.360177;-50.844863;-1.0
51.389416;30.097873;-12.8
46.688689;7.903191;3.8
51.178859;-1.826181;0.0
34.957915;137.080695;12.0
-16.285518;-67.800818;5.2
52.216802;21.018334;6.4
38.893861;-77.036524;34.4
48.850570;2.406892;4.6
-15.705423;-47.905891;3.3
38.576066;-121.491407;-18.0
2.820388;-60.672014;-2.9
41.890316;12.493681;-4.9
36.856537;10.339222;6.0
29.976797;31.131710;0.8
-43.300439;-65.098889;-15.4
-34.972816;-54.951723;11.0
69.728065;30.049780;6.0
-34.921249;-57.954450;3.7
30.272747;-97.741072;10.1
-38.145577;144.357404;24.9
-23.561673;-46.656214;7.2
-34.516849;-58.487565;6.4
-25.695620;-54.436627;18.1
